@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
751,'2026/06/05 16:10:50:172',2,0.000122,0.025627,0.003052,0.055169,0.308928,0.004966,0,0.734758,1
752,'2026/06/05 16:10:50:205',2,0.00012,0.023744,0.00295,0.062225,0.304714,0.005061,0,0.734125,1
753,'2026/06/05 16:10:50:238',2,0.000121,0.023602,0.003288,0.062684,0.29749,0.005481,0,0.738223,1
754,'2026/06/05 16:10:50:276',2,0.000112,0.024486,0.003027,0.056868,0.31058,0.005143,0,0.733189,1
755,'2026/06/05 16:10:50:305',2,0.000138,0.024135,0.004241,0.050825,0.315412,0.00467,0,0.73372,1
756,'2026/06/05 16:10:50:338',2,0.000132,0.024924,0.003941,0.053654,0.308134,0.005153,0,0.736041,1
757,'2026/06/05 16:10:50:371',2,0.00017,0.023388,0.004355,0.0499,0.31429,0.004608,0,0.735526,1
758,'2026/06/05 16:10:50:403',2,0.000132,0.023465,0.0045,0.050415,0.301814,0.004935,0,0.743159,1
759,'2026/06/05 16:10:50:440',2,0.000135,0.02247,0.004757,0.04381,0.306071,0.0044,0,0.745572,1
760,'2026/06/05 16:10:50:476',2,0.000137,0.023067,0.004725,0.042407,0.302247,0.004483,0,0.748622,1
761,'2026/06/05 16:10:50:506',2,0.000119,0.023518,0.003553,0.051964,0.326458,0.004293,0,0.72673,1
762,'2026/06/05 16:10:50:535',2,0.000145,0.024035,0.004221,0.048982,0.320205,0.004396,0,0.73201,1
763,'2026/06/05 16:10:50:574',2,0.000177,0.023717,0.004056,0.048571,0.322218,0.004139,0,0.731415,1
764,'2026/06/05 16:10:50:608',2,0.000141,0.024973,0.004111,0.048625,0.316203,0.004771,0,0.734117,1
765,'2026/06/05 16:10:50:641',2,0.000117,0.024132,0.004022,0.05054,0.323973,0.004449,0,0.728512,1
766,'2026/06/05 16:10:50:676',2,0.000126,0.024757,0.003997,0.046924,0.320441,0.004492,0,0.732843,1
767,'2026/06/05 16:10:50:705',2,0.00013,0.023955,0.00443,0.046418,0.312342,0.00457,0,0.73877,1
768,'2026/06/05 16:10:50:739',2,0.000102,0.026002,0.004632,0.042654,0.31668,0.004514,0,0.736943,1
769,'2026/06/05 16:10:50:775',2,0.000133,0.024009,0.00436,0.046238,0.308936,0.004402,0,0.741281,1
770,'2026/06/05 16:10:50:805',2,0.000101,0.024849,0.004846,0.043925,0.313809,0.004226,0,0.73883,1
771,'2026/06/05 16:10:50:834',2,0.000122,0.024769,0.003449,0.050582,0.319086,0.004553,0,0.731626,1
772,'2026/06/05 16:10:50:867',2,0.000091,0.024671,0.003827,0.048489,0.316092,0.004397,0,0.734955,1
773,'2026/06/05 16:10:50:900',2,0.000114,0.026662,0.003604,0.052867,0.332325,0.004152,0,0.720184,1
774,'2026/06/05 16:10:50:934',2,0.000104,0.02618,0.003547,0.052617,0.316069,0.004363,0,0.731413,1
775,'2026/06/05 16:10:50:970',2,0.000087,0.027184,0.003594,0.056214,0.317359,0.004654,0,0.727272,1
776,'2026/06/05 16:10:51:001',2,0.000107,0.025167,0.003289,0.054718,0.319652,0.004195,0,0.728581,1
777,'2026/06/05 16:10:51:037',2,0.0001,0.026136,0.003574,0.052637,0.325936,0.003958,0,0.725106,1
778,'2026/06/05 16:10:51:072',2,0.000081,0.026974,0.003106,0.063281,0.348745,0.004189,0,0.702416,1
779,'2026/06/05 16:10:51:102',2,0.000073,0.0269,0.002515,0.06863,0.332522,0.004945,0,0.70961,1
780,'2026/06/05 16:10:51:137',2,0.000066,0.027421,0.002526,0.070416,0.335151,0.004854,0,0.706378,1
781,'2026/06/05 16:10:51:174',2,0.000095,0.025101,0.003535,0.057095,0.349685,0.004918,0,0.706381,1
782,'2026/06/05 16:10:51:208',2,0.000052,0.027202,0.003362,0.059431,0.330797,0.005201,0,0.71597,1
783,'2026/06/05 16:10:51:239',2,0.000085,0.024277,0.00397,0.059582,0.337076,0.005314,0,0.71313,1
784,'2026/06/05 16:10:51:270',2,0.000077,0.026034,0.003953,0.058096,0.342768,0.00536,0,0.709142,1
785,'2026/06/05 16:10:51:304',2,0.000062,0.027147,0.003495,0.055422,0.31633,0.006243,0,0.727533,1
786,'2026/06/05 16:10:51:340',2,0.000063,0.026844,0.004491,0.054722,0.312211,0.006157,0,0.730341,1
787,'2026/06/05 16:10:51:370',2,0.000061,0.027476,0.004091,0.059013,0.308924,0.006246,0,0.729459,1
788,'2026/06/05 16:10:51:402',2,0.000069,0.025938,0.004316,0.05622,0.318556,0.005787,0,0.726075,1
789,'2026/06/05 16:10:51:434',2,0.00007,0.027313,0.00428,0.052916,0.309603,0.005975,0,0.733229,1
790,'2026/06/05 16:10:51:471',2,0.000079,0.026415,0.005035,0.057582,0.304027,0.00634,0,0.733681,1
791,'2026/06/05 16:10:51:507',2,0.000108,0.02553,0.005486,0.053024,0.315166,0.005385,0,0.730201,1
792,'2026/06/05 16:10:51:541',2,0.000095,0.025261,0.00586,0.052486,0.312938,0.005765,0,0.73173,1
793,'2026/06/05 16:10:51:575',2,0.000091,0.024499,0.00603,0.040684,0.297987,0.005828,0,0.749921,1
794,'2026/06/05 16:10:51:604',2,0.000086,0.024715,0.006459,0.042115,0.301468,0.005692,0,0.74631,1
795,'2026/06/05 16:10:51:640',2,0.000088,0.025083,0.006421,0.048949,0.312531,0.005711,0,0.734145,1
796,'2026/06/05 16:10:51:673',2,0.000081,0.025116,0.006633,0.047841,0.310484,0.005891,0,0.735969,1
797,'2026/06/05 16:10:51:704',2,0.000083,0.025402,0.006029,0.043636,0.330528,0.004118,0,0.726803,1
798,'2026/06/05 16:10:51:740',2,0.000094,0.026309,0.005227,0.046649,0.335666,0.004499,0,0.721038,1
799,'2026/06/05 16:10:51:771',2,0.000103,0.025528,0.004506,0.049814,0.327873,0.004546,0,0.725087,1
800,'2026/06/05 16:10:51:802',2,0.000088,0.025616,0.004263,0.050353,0.326501,0.004702,0,0.725652,1
801,'2026/06/05 16:10:51:838',2,0.000094,0.024194,0.004706,0.048527,0.318909,0.005185,0,0.732257,1
802,'2026/06/05 16:10:51:874',2,0.00009,0.024531,0.004663,0.048704,0.32053,0.004886,0,0.731064,1
803,'2026/06/05 16:10:51:905',2,0.000086,0.024895,0.005391,0.047717,0.304307,0.005415,0,0.741459,1
804,'2026/06/05 16:10:51:941',2,0.00012,0.024665,0.00476,0.050591,0.296719,0.005972,0,0.744781,1
805,'2026/06/05 16:10:51:970',2,0.000097,0.02578,0.004898,0.0485,0.304185,0.005782,0,0.740506,1
806,'2026/06/05 16:10:52:005',2,0.000101,0.025839,0.003372,0.057636,0.327897,0.004567,0,0.720392,1
807,'2026/06/05 16:10:52:041',2,0.000085,0.02754,0.002939,0.058831,0.312228,0.005439,0,0.728625,1
808,'2026/06/05 16:10:52:074',2,0.0001,0.026354,0.002895,0.062714,0.317224,0.005072,0,0.723761,1
809,'2026/06/05 16:10:52:107',2,0.000088,0.026182,0.00323,0.060473,0.318231,0.005189,0,0.724405,1
810,'2026/06/05 16:10:52:140',2,0.000077,0.027211,0.003869,0.054847,0.316511,0.005266,0,0.728145,1
811,'2026/06/05 16:10:52:172',2,0.000075,0.027547,0.003286,0.058001,0.308884,0.005493,0,0.731143,1
812,'2026/06/05 16:10:52:206',2,0.000079,0.026354,0.003186,0.064269,0.329414,0.004571,0,0.714752,1
813,'2026/06/05 16:10:52:241',2,0.000096,0.025768,0.003365,0.059411,0.30893,0.005552,0,0.731253,1
814,'2026/06/05 16:10:52:273',2,0.000089,0.026253,0.003144,0.060395,0.309031,0.005493,0,0.730396,1
815,'2026/06/05 16:10:52:309',2,0.000094,0.025621,0.003102,0.060519,0.313196,0.005121,0,0.728231,1
816,'2026/06/05 16:10:52:336',2,0.000088,0.02609,0.003213,0.059925,0.306094,0.005079,0,0.733007,1
817,'2026/06/05 16:10:52:371',2,0.000085,0.025653,0.003251,0.055514,0.312064,0.004968,0,0.73231,1
818,'2026/06/05 16:10:52:407',2,0.000101,0.025856,0.003859,0.054684,0.3134,0.00514,0,0.731307,1
819,'2026/06/05 16:10:52:439',2,0.000098,0.025693,0.004478,0.05042,0.314271,0.00516,0,0.733254,1
820,'2026/06/05 16:10:52:476',2,0.000089,0.026113,0.004732,0.054767,0.298492,0.005604,0,0.740135,1
821,'2026/06/05 16:10:52:506',2,0.000111,0.026133,0.004229,0.053356,0.30629,0.00551,0,0.736248,1
822,'2026/06/05 16:10:52:542',2,0.000094,0.024485,0.005208,0.050265,0.317732,0.00532,0,0.731264,1
823,'2026/06/05 16:10:52:572',2,0.000094,0.025111,0.005138,0.050253,0.305776,0.005633,0,0.738663,1
824,'2026/06/05 16:10:52:602',2,0.00008,0.025151,0.004523,0.047531,0.312887,0.005259,0,0.736379,1
825,'2026/06/05 16:10:52:638',2,0.000097,0.026147,0.004151,0.053178,0.321937,0.00507,0,0.72628,1
826,'2026/06/05 16:10:52:672',2,0.000075,0.025356,0.004192,0.052687,0.316639,0.005673,0,0.730252,1
827,'2026/06/05 16:10:52:704',2,0.000075,0.025881,0.003825,0.0527,0.321439,0.005299,0,0.727187,1
828,'2026/06/05 16:10:52:741',2,0.000098,0.025204,0.004167,0.051024,0.304983,0.005501,0,0.739349,1
829,'2026/06/05 16:10:52:770',2,0.000125,0.025708,0.003774,0.052705,0.321876,0.005108,0,0.727137,1
830,'2026/06/05 16:10:52:806',2,0.000113,0.023519,0.004091,0.047233,0.281694,0.006467,0,0.757922,1
831,'2026/06/05 16:10:52:837',2,0.000091,0.025827,0.003894,0.054954,0.326005,0.005095,0,0.722756,1
832,'2026/06/05 16:10:52:875',2,0.000116,0.023582,0.003926,0.04981,0.29213,0.005959,0,0.749651,1
833,'2026/06/05 16:10:52:906',2,0.00011,0.02477,0.003756,0.050283,0.298715,0.005958,0,0.744272,1
834,'2026/06/05 16:10:52:942',2,0.00013,0.02315,0.003759,0.049581,0.294636,0.005634,0,0.74874,1
835,'2026/06/05 16:10:52:972',2,0.000129,0.023214,0.003955,0.046012,0.289824,0.00596,0,0.753938,1
836,'2026/06/05 16:10:53:005',2,0.000124,0.022582,0.003569,0.04905,0.301524,0.005532,0,0.745079,1
837,'2026/06/05 16:10:53:042',2,0.000122,0.023668,0.004401,0.045816,0.288842,0.006097,0,0.754036,1
838,'2026/06/05 16:10:53:074',2,0.000097,0.024967,0.004069,0.044496,0.31481,0.004888,0,0.737782,1
839,'2026/06/05 16:10:53:107',2,0.000111,0.025858,0.003826,0.046182,0.314229,0.004963,0,0.736555,1
840,'2026/06/05 16:10:53:141',2,0.000101,0.024863,0.003187,0.054464,0.303578,0.005485,0,0.738881,1
841,'2026/06/05 16:10:53:176',2,0.000118,0.024438,0.004156,0.042719,0.311106,0.004788,0,0.741783,1
842,'2026/06/05 16:10:53:209',2,0.000103,0.026771,0.005118,0.039763,0.301803,0.005524,0,0.747278,1
843,'2026/06/05 16:10:53:240',2,0.000113,0.026221,0.004229,0.044158,0.298797,0.005761,0,0.747147,1
844,'2026/06/05 16:10:53:272',2,0.000165,0.024711,0.005055,0.040792,0.309388,0.005581,0,0.742871,1
845,'2026/06/05 16:10:53:305',2,0.000167,0.023063,0.003582,0.054537,0.30328,0.005709,0,0.739774,1
846,'2026/06/05 16:10:53:339',2,0.000102,0.024249,0.003281,0.056845,0.326817,0.00452,0,0.722791,1
847,'2026/06/05 16:10:53:372',2,0.000089,0.024142,0.003642,0.061543,0.328953,0.004305,0,0.718218,1
848,'2026/06/05 16:10:53:406',2,0.000072,0.026281,0.003391,0.060367,0.340381,0.004253,0,0.71017,1
849,'2026/06/05 16:10:53:438',2,0.000094,0.024774,0.004816,0.053498,0.339972,0.005032,0,0.714543,1
850,'2026/06/05 16:10:53:472',2,0.000086,0.026345,0.004884,0.055825,0.340998,0.004217,0,0.711764,1
851,'2026/06/05 16:10:53:506',2,0.000092,0.026924,0.004651,0.056825,0.333823,0.004382,0,0.715536,1
852,'2026/06/05 16:10:53:540',2,0.00011,0.026507,0.004167,0.059957,0.355495,0.004069,0,0.699798,1
853,'2026/06/05 16:10:53:574',2,0.00009,0.025358,0.004646,0.05613,0.346683,0.004413,0,0.708453,1
854,'2026/06/05 16:10:53:605',2,0.000069,0.026165,0.004486,0.057805,0.34449,0.004043,0,0.708628,1
855,'2026/06/05 16:10:53:639',2,0.000069,0.026764,0.00446,0.054812,0.339071,0.003722,0,0.714068,1
856,'2026/06/05 16:10:53:672',2,0.000115,0.022177,0.004635,0.048584,0.326986,0.004091,0,0.728941,1
857,'2026/06/05 16:10:53:703',2,0.000095,0.024291,0.004732,0.048588,0.331846,0.004044,0,0.724269,1
858,'2026/06/05 16:10:53:738',2,0.000104,0.024229,0.003807,0.05448,0.325227,0.004358,0,0.725196,1
859,'2026/06/05 16:10:53:773',2,0.000102,0.022975,0.003872,0.052872,0.333508,0.004065,0,0.721737,1
860,'2026/06/05 16:10:53:808',2,0.000086,0.024332,0.0037,0.058655,0.339741,0.00402,0,0.712977,1
861,'2026/06/05 16:10:53:839',2,0.000094,0.023934,0.00333,0.063489,0.338353,0.003999,0,0.7112,1
862,'2026/06/05 16:10:53:872',2,0.000076,0.025231,0.003248,0.060605,0.335813,0.00423,0,0.713865,1
863,'2026/06/05 16:10:53:905',2,0.000101,0.024061,0.003532,0.060837,0.347762,0.0038,0,0.706605,1
864,'2026/06/05 16:10:53:939',2,0.000087,0.024504,0.003671,0.06228,0.345126,0.003736,0,0.707064,1
865,'2026/06/05 16:10:53:974',2,0.000109,0.024626,0.003792,0.05875,0.356385,0.003531,0,0.70187,1
866,'2026/06/05 16:10:54:003',2,0.000075,0.025006,0.004525,0.059316,0.3364,0.003546,0,0.714088,1
867,'2026/06/05 16:10:54:035',2,0.000073,0.023531,0.004029,0.064528,0.334405,0.003686,0,0.713165,1
868,'2026/06/05 16:10:54:072',2,0.000094,0.024651,0.003242,0.059704,0.337728,0.004148,0,0.713621,1
869,'2026/06/05 16:10:54:105',2,0.000084,0.023381,0.003391,0.065689,0.336253,0.003749,0,0.711635,1
870,'2026/06/05 16:10:54:136',2,0.000127,0.022709,0.004034,0.062283,0.339876,0.003677,0,0.71153,1
871,'2026/06/05 16:10:54:175',2,0.000112,0.023922,0.003404,0.060677,0.347409,0.003729,0,0.707165,1
872,'2026/06/05 16:10:54:205',2,0.000086,0.026943,0.003489,0.058906,0.363654,0.003701,0,0.695481,1
873,'2026/06/05 16:10:54:240',2,0.000064,0.028489,0.003822,0.056938,0.334574,0.003985,0,0.714752,1
874,'2026/06/05 16:10:54:272',2,0.000104,0.025383,0.003923,0.062454,0.340518,0.004269,0,0.708899,1
875,'2026/06/05 16:10:54:307',2,0.00008,0.025181,0.003982,0.059992,0.338719,0.004011,0,0.712023,1
876,'2026/06/05 16:10:54:341',2,0.000072,0.026088,0.004048,0.056316,0.347374,0.003974,0,0.708084,1
877,'2026/06/05 16:10:54:374',2,0.000068,0.026723,0.00455,0.057661,0.342341,0.004327,0,0.709553,1
878,'2026/06/05 16:10:54:407',2,0.000067,0.027448,0.004164,0.053302,0.341715,0.0043,0,0.712669,1
879,'2026/06/05 16:10:54:438',2,0.000073,0.025322,0.003221,0.054614,0.342194,0.004444,0,0.713422,1
880,'2026/06/05 16:10:54:474',2,0.000075,0.024559,0.004805,0.045924,0.304812,0.005103,0,0.743149,1
881,'2026/06/05 16:10:54:510',2,0.000074,0.026116,0.003735,0.051774,0.31001,0.004411,0,0.73592,1
882,'2026/06/05 16:10:54:536',2,0.000091,0.026851,0.00417,0.047274,0.290993,0.005295,0,0.750217,1
883,'2026/06/05 16:10:54:573',2,0.000121,0.026027,0.004895,0.040976,0.28758,0.005589,0,0.756541,1
884,'2026/06/05 16:10:54:606',2,0.000097,0.023593,0.003855,0.045561,0.301796,0.004967,0,0.746754,1
885,'2026/06/05 16:10:54:638',2,0.000101,0.026297,0.003603,0.04925,0.300598,0.005016,0,0.743423,1
886,'2026/06/05 16:10:54:673',2,0.000084,0.028047,0.004484,0.044132,0.293356,0.005236,0,0.749773,1
887,'2026/06/05 16:10:54:707',2,0.000088,0.030214,0.004748,0.044801,0.308564,0.005354,0,0.737486,1
888,'2026/06/05 16:10:54:740',2,0.000108,0.026134,0.004768,0.042112,0.291504,0.005101,0,0.753516,1
889,'2026/06/05 16:10:54:773',2,0.0001,0.02631,0.004854,0.042964,0.304272,0.004543,0,0.744637,1
890,'2026/06/05 16:10:54:809',2,0.000103,0.026954,0.004913,0.043894,0.313451,0.004556,0,0.73742,1
891,'2026/06/05 16:10:54:840',2,0.0001,0.025999,0.004582,0.045426,0.299988,0.00473,0,0.746117,1
892,'2026/06/05 16:10:54:876',2,0.000096,0.025262,0.004827,0.043518,0.326133,0.004491,0,0.730449,1
893,'2026/06/05 16:10:54:908',2,0.000108,0.02434,0.005345,0.039705,0.319478,0.004478,0,0.737698,1
894,'2026/06/05 16:10:54:938',2,0.000105,0.023126,0.004796,0.040817,0.326189,0.004473,0,0.733662,1
895,'2026/06/05 16:10:54:972',2,0.000103,0.024213,0.005114,0.03661,0.314442,0.004598,0,0.74328,1
896,'2026/06/05 16:10:55:007',2,0.000134,0.02457,0.00544,0.038105,0.31177,0.004242,0,0.743826,1
897,'2026/06/05 16:10:55:043',2,0.000128,0.024438,0.004265,0.046251,0.306001,0.004919,0,0.742666,1
898,'2026/06/05 16:10:55:076',2,0.000128,0.02171,0.004617,0.047429,0.31133,0.004719,0,0.740045,1
899,'2026/06/05 16:10:55:107',2,0.000127,0.023851,0.004941,0.046708,0.312498,0.004302,0,0.738382,1
900,'2026/06/05 16:10:55:139',2,0.000168,0.02259,0.004661,0.046004,0.317065,0.004357,0,0.73677,1
901,'2026/06/05 16:10:55:171',2,0.000138,0.023232,0.004404,0.045493,0.309063,0.004537,0,0.742089,1
902,'2026/06/05 16:10:55:204',2,0.000137,0.02282,0.004549,0.049072,0.311162,0.004445,0,0.738544,1
903,'2026/06/05 16:10:55:237',2,0.000127,0.025383,0.004286,0.04807,0.314284,0.00466,0,0.73546,1
904,'2026/06/05 16:10:55:271',2,0.000131,0.024037,0.004679,0.044561,0.312287,0.004749,0,0.739704,1
905,'2026/06/05 16:10:55:307',2,0.000131,0.023821,0.005037,0.043847,0.31222,0.00439,0,0.740369,1
906,'2026/06/05 16:10:55:343',2,0.00016,0.022459,0.004707,0.043312,0.318507,0.004485,0,0.73758,1
907,'2026/06/05 16:10:55:372',2,0.000146,0.023357,0.004413,0.046129,0.309834,0.004545,0,0.74105,1
908,'2026/06/05 16:10:55:407',2,0.000077,0.025316,0.003524,0.050299,0.334403,0.004357,0,0.721349,1
909,'2026/06/05 16:10:55:440',2,0.000064,0.026406,0.003734,0.054437,0.346512,0.004653,0,0.709463,1
910,'2026/06/05 16:10:55:474',2,0.000062,0.02622,0.003562,0.055183,0.316844,0.005321,0,0.728538,1
911,'2026/06/05 16:10:55:508',2,0.000079,0.026286,0.003313,0.056892,0.354348,0.004657,0,0.702951,1
912,'2026/06/05 16:10:55:541',2,0.000086,0.025427,0.005571,0.050762,0.333458,0.005012,0,0.719789,1
913,'2026/06/05 16:10:55:578',2,0.000074,0.025041,0.003783,0.059794,0.327196,0.004314,0,0.719865,1
914,'2026/06/05 16:10:55:606',2,0.000066,0.028163,0.004347,0.054244,0.346081,0.004598,0,0.708333,1
915,'2026/06/05 16:10:55:642',2,0.000067,0.026757,0.004375,0.058113,0.324953,0.004803,0,0.720621,1
916,'2026/06/05 16:10:55:677',2,0.000062,0.02548,0.00435,0.055793,0.337397,0.004645,0,0.714848,1
917,'2026/06/05 16:10:55:706',2,0.000051,0.027616,0.00393,0.05681,0.323649,0.005258,0,0.72179,1
918,'2026/06/05 16:10:55:743',2,0.000052,0.026054,0.003457,0.057558,0.302917,0.00574,0,0.736148,1
919,'2026/06/05 16:10:55:776',2,0.000054,0.026569,0.00284,0.063766,0.303322,0.006308,0,0.731427,1
920,'2026/06/05 16:10:55:804',2,0.000087,0.024408,0.002178,0.084053,0.293004,0.006876,0,0.726263,1
921,'2026/06/05 16:10:55:841',2,0.000129,0.028537,0.002382,0.063663,0.370872,0.003425,0,0.687328,1
922,'2026/06/05 16:10:55:871',2,0.000124,0.031026,0.007098,0.035231,0.536825,0.000579,0,0.592745,1
923,'2026/06/05 16:10:55:903',2,0.000104,0.029862,0.00552,0.040614,0.507281,0.000729,0,0.610592,1
924,'2026/06/05 16:10:55:941',2,0.00004,0.026949,0.003697,0.058223,0.391818,0.001518,0,0.678502,1
925,'2026/06/05 16:10:55:971',2,0.00002,0.028535,0.004721,0.062004,0.359134,0.003423,0,0.694775,1
926,'2026/06/05 16:10:56:003',2,0.00005,0.024767,0.004598,0.056159,0.324034,0.003851,0,0.724361,1
927,'2026/06/05 16:10:56:039',2,0.000065,0.020413,0.004104,0.061795,0.296574,0.004263,0,0.741857,1
928,'2026/06/05 16:10:56:072',2,0.000099,0.019999,0.003768,0.081414,0.286166,0.004192,0,0.736242,1
929,'2026/06/05 16:10:56:109',2,0.00011,0.019839,0.003103,0.098596,0.255613,0.004981,0,0.745172,1
930,'2026/06/05 16:10:56:144',2,0.000111,0.016589,0.00398,0.082051,0.272825,0.003985,0,0.746973,1
931,'2026/06/05 16:10:56:176',2,0.000222,0.012125,0.010045,0.046353,0.290753,0.005794,0.000001,0.756472,1
932,'2026/06/05 16:10:56:208',2,0.000232,0.011811,0.005064,0.054602,0.27772,0.006748,0.000001,0.762548,1
933,'2026/06/05 16:10:56:240',2,0.000333,0.009933,0.011875,0.032218,0.322191,0.006031,0.000001,0.744945,1
934,'2026/06/05 16:10:56:275',2,0.000493,0.00981,0.010955,0.042676,0.278084,0.007113,0.000001,0.767246,1
935,'2026/06/05 16:10:56:307',2,0.000178,0.016383,0.010772,0.039095,0.293856,0.006818,0.000001,0.755265,1
936,'2026/06/05 16:10:56:341',2,0.000269,0.013954,0.010882,0.028759,0.292287,0.007335,0.000001,0.764342,1
937,'2026/06/05 16:10:56:376',2,0.000261,0.014659,0.010488,0.036535,0.262766,0.007942,0.000001,0.778233,1
938,'2026/06/05 16:10:56:407',2,0.000326,0.01355,0.010078,0.050271,0.235546,0.007281,0.000001,0.788632,1
939,'2026/06/05 16:10:56:441',2,0.000328,0.010292,0.006543,0.058876,0.177967,0.01109,0.000001,0.823269,1
940,'2026/06/05 16:10:56:476',2,0.000409,0.012375,0.004147,0.078013,0.187875,0.01016,0.000001,0.804681,1
941,'2026/06/05 16:10:56:510',2,0.000228,0.00926,0.011159,0.043806,0.155643,0.013697,0.000001,0.844137,1
942,'2026/06/05 16:10:56:540',2,0.000291,0.006806,0.021064,0.019124,0.125788,0.022515,0.000001,0.869607,1
943,'2026/06/05 16:10:56:575',2,0.000415,0.007276,0.027623,0.020342,0.116833,0.021372,0.000001,0.87076,1
944,'2026/06/05 16:10:56:609',2,0.000196,0.004923,0.046488,0.01585,0.069743,0.032394,0.000001,0.886937,1
945,'2026/06/05 16:10:56:637',2,0.000191,0.006794,0.060524,0.015338,0.077046,0.02588,0.000001,0.876152,1
946,'2026/06/05 16:10:56:675',2,0.000139,0.007739,0.026285,0.029164,0.082644,0.027652,0.000001,0.884251,1
947,'2026/06/05 16:10:56:708',2,0.000199,0.009016,0.021778,0.02805,0.071086,0.028255,0.000001,0.89441,1
948,'2026/06/05 16:10:56:742',2,0.00012,0.008032,0.02378,0.026868,0.074912,0.028755,0.000001,0.891689,1
949,'2026/06/05 16:10:56:775',2,0.00007,0.007714,0.047256,0.023961,0.056036,0.031781,0.000001,0.888788,1
950,'2026/06/05 16:10:56:807',2,0.000091,0.00756,0.039409,0.022352,0.078938,0.020819,0,0.887222,1
951,'2026/06/05 16:10:56:843',2,0.000078,0.006641,0.037184,0.019015,0.079224,0.021114,0,0.891162,1
952,'2026/06/05 16:10:56:871',2,0.000189,0.004314,0.035138,0.021662,0.100285,0.013933,0,0.882986,1
953,'2026/06/05 16:10:56:906',2,0.000322,0.003891,0.024399,0.019486,0.089859,0.014328,0,0.898476,1
954,'2026/06/05 16:10:56:943',2,0.000146,0.006174,0.041829,0.014887,0.088408,0.012938,0,0.890413,1
955,'2026/06/05 16:10:56:974',2,0.000112,0.006772,0.061105,0.010684,0.114153,0.009596,0,0.865052,1
956,'2026/06/05 16:10:57:009',2,0.000048,0.007066,0.079584,0.008506,0.137594,0.010349,0,0.837902,1
957,'2026/06/05 16:10:57:042',2,0.000051,0.006963,0.074784,0.009697,0.139124,0.012716,0,0.837776,1
958,'2026/06/05 16:10:57:075',2,0.000056,0.006804,0.04343,0.009202,0.126054,0.009706,0,0.869832,1
959,'2026/06/05 16:10:57:109',2,0.000132,0.003665,0.073053,0.008048,0.117934,0.009625,0,0.858362,1
960,'2026/06/05 16:10:57:138',2,0.000069,0.005843,0.061994,0.008242,0.122808,0.011025,0,0.860013,1
961,'2026/06/05 16:10:57:174',2,0.000147,0.003727,0.057435,0.01178,0.173867,0.007525,0,0.830346,1
962,'2026/06/05 16:10:57:209',2,0.000164,0.005435,0.019691,0.016069,0.191619,0.008729,0,0.838862,1
963,'2026/06/05 16:10:57:244',2,0.000188,0.005864,0.015134,0.014451,0.209137,0.008395,0,0.83122,1
964,'2026/06/05 16:10:57:278',2,0.000083,0.009754,0.018733,0.011122,0.243598,0.009822,0,0.804592,1
965,'2026/06/05 16:10:57:323',2,0.000048,0.011475,0.013293,0.020494,0.256651,0.007638,0,0.793601,1
966,'2026/06/05 16:10:57:375',2,0.000016,0.016907,0.007295,0.047076,0.207632,0.01222,0,0.805903,1
967,'2026/06/05 16:10:57:407',2,0.000016,0.011868,0.010248,0.039768,0.192543,0.014606,0,0.820633,1
968,'2026/06/05 16:10:57:443',2,0.000014,0.012016,0.011035,0.049073,0.224532,0.010223,0,0.795404,1
969,'2026/06/05 16:10:57:476',2,0.00003,0.010584,0.010614,0.039006,0.17949,0.014219,0,0.830704,1
970,'2026/06/05 16:10:57:511',2,0.000071,0.009046,0.018056,0.023385,0.164874,0.01666,0,0.845272,1
971,'2026/06/05 16:10:57:541',2,0.000007,0.01428,0.017403,0.029217,0.209668,0.015596,0,0.809219,1
972,'2026/06/05 16:10:57:578',2,0.000078,0.005214,0.011923,0.053648,0.193573,0.01901,0,0.811036,1
973,'2026/06/05 16:10:57:607',2,0.00002,0.010786,0.019319,0.034968,0.178439,0.026164,0,0.820202,1
974,'2026/06/05 16:10:57:642',2,0.000023,0.009275,0.012643,0.040446,0.184052,0.020614,0,0.821964,1
975,'2026/06/05 16:10:57:675',2,0.000017,0.010462,0.012924,0.036887,0.181308,0.02031,0,0.825395,1
976,'2026/06/05 16:10:57:709',2,0.000016,0.012871,0.012442,0.038194,0.166504,0.020297,0,0.833117,1
977,'2026/06/05 16:10:57:744',2,0.000012,0.014169,0.008558,0.040843,0.21907,0.017108,0,0.80016,1
978,'2026/06/05 16:10:57:775',2,0.000057,0.013273,0.014594,0.025807,0.228445,0.012976,0,0.803232,1
979,'2026/06/05 16:10:57:809',2,0.000012,0.0113,0.009998,0.022194,0.264697,0.009116,0,0.788456,1
980,'2026/06/05 16:10:57:845',2,0.000018,0.018873,0.00873,0.030633,0.232427,0.013797,0,0.797014,1
981,'2026/06/05 16:10:57:875',2,0.000016,0.016072,0.005423,0.052907,0.263925,0.00964,0,0.768011,1
982,'2026/06/05 16:10:57:908',2,0.000029,0.017649,0.006631,0.043951,0.277903,0.00949,0,0.762898,1
